Sr No.,Reference No (URN),"Date of
Purchase",Name of the Purchaser,"Bond
Number",Denominations
262,00078201904120000001170,12/Apr/2019,SHIVAM TRANSCON PRIVATE LIMITED,2355,"10,00,000"
263,00078201904120000001170,12/Apr/2019,SHIVAM TRANSCON PRIVATE LIMITED,2349,"10,00,000"
264,00078201904120000001170,12/Apr/2019,SHIVAM TRANSCON PRIVATE LIMITED,2346,"10,00,000"
265,00078201904120000001163,12/Apr/2019,SKYWORLD DEVELOPERS LLP,2359,"10,00,000"
266,00078201904120000001163,12/Apr/2019,SKYWORLD DEVELOPERS LLP,10046,"1,00,000"
267,00078201904120000001163,12/Apr/2019,SKYWORLD DEVELOPERS LLP,10040,"1,00,000"
268,00078201904120000001163,12/Apr/2019,SKYWORLD DEVELOPERS LLP,10042,"1,00,000"
269,00078201904120000001163,12/Apr/2019,SKYWORLD DEVELOPERS LLP,10044,"1,00,000"
270,00078201904120000001163,12/Apr/2019,SKYWORLD DEVELOPERS LLP,10048,"1,00,000"
271,00813201904120000001156,12/Apr/2019,TEXPORT CREATION,9445,"10,00,000"
272,00813201904120000001156,12/Apr/2019,TEXPORT CREATION,9439,"10,00,000"
273,00813201904120000001156,12/Apr/2019,TEXPORT CREATION,9444,"10,00,000"
274,00813201904120000001156,12/Apr/2019,TEXPORT CREATION,9446,"10,00,000"
275,00813201904120000001156,12/Apr/2019,TEXPORT CREATION,9443,"10,00,000"
276,00813201904120000001156,12/Apr/2019,TEXPORT CREATION,9438,"10,00,000"
277,00813201904120000001156,12/Apr/2019,TEXPORT CREATION,9441,"10,00,000"
278,00813201904120000001156,12/Apr/2019,TEXPORT CREATION,9442,"10,00,000"
279,00813201904120000001156,12/Apr/2019,TEXPORT CREATION,9440,"10,00,000"
280,00691201904150000001208,15/Apr/2019,ALOK NARAYAN PANDEY,5268,"1,00,00,000"
281,00691201904150000001208,15/Apr/2019,ALOK NARAYAN PANDEY,5266,"1,00,00,000"
282,00691201904150000001208,15/Apr/2019,ALOK NARAYAN PANDEY,5267,"1,00,00,000"
283,00691201904150000001208,15/Apr/2019,ALOK NARAYAN PANDEY,10931,"10,00,000"
284,00691201904150000001208,15/Apr/2019,ALOK NARAYAN PANDEY,10932,"10,00,000"
285,00691201904150000001208,15/Apr/2019,ALOK NARAYAN PANDEY,10930,"10,00,000"
286,00691201904150000001208,15/Apr/2019,ALOK NARAYAN PANDEY,10929,"10,00,000"
287,00691201904150000001209,15/Apr/2019,BELLWEY INTERNATIONAL CO,10933,"10,00,000"
288,00691201904150000001209,15/Apr/2019,BELLWEY INTERNATIONAL CO,10936,"10,00,000"
289,00691201904150000001209,15/Apr/2019,BELLWEY INTERNATIONAL CO,10935,"10,00,000"
290,00691201904150000001209,15/Apr/2019,BELLWEY INTERNATIONAL CO,10937,"10,00,000"
291,00691201904150000001209,15/Apr/2019,BELLWEY INTERNATIONAL CO,10934,"10,00,000"
292,00461201904150000001187,15/Apr/2019,CHHATTISGARH DISTILLERIES LIMITED,1357,"1,00,00,000"
293,00509201904150000001183,15/Apr/2019,DEMPO INDUSTRIES PVT LTD,13883,"1,00,000"
294,00509201904150000001183,15/Apr/2019,DEMPO INDUSTRIES PVT LTD,13881,"1,00,000"
295,00509201904150000001183,15/Apr/2019,DEMPO INDUSTRIES PVT LTD,13889,"1,00,000"
296,00509201904150000001183,15/Apr/2019,DEMPO INDUSTRIES PVT LTD,13887,"1,00,000"
297,00509201904150000001183,15/Apr/2019,DEMPO INDUSTRIES PVT LTD,13885,"1,00,000"
298,01355201904150000001201,15/Apr/2019,GUJARAT FLUORO CHEMICALS LIMITED,2864,"1,00,00,000"
299,01355201904150000001201,15/Apr/2019,GUJARAT FLUORO CHEMICALS LIMITED,2872,"1,00,00,000"
300,01355201904150000001201,15/Apr/2019,GUJARAT FLUORO CHEMICALS LIMITED,2860,"1,00,00,000"
301,01355201904150000001201,15/Apr/2019,GUJARAT FLUORO CHEMICALS LIMITED,2862,"1,00,00,000"
302,01355201904150000001201,15/Apr/2019,GUJARAT FLUORO CHEMICALS LIMITED,2866,"1,00,00,000"
303,01355201904150000001201,15/Apr/2019,GUJARAT FLUORO CHEMICALS LIMITED,2868,"1,00,00,000"
304,01355201904150000001201,15/Apr/2019,GUJARAT FLUORO CHEMICALS LIMITED,2858,"1,00,00,000"
305,01355201904150000001201,15/Apr/2019,GUJARAT FLUORO CHEMICALS LIMITED,2870,"1,00,00,000"
306,01355201904150000001201,15/Apr/2019,GUJARAT FLUORO CHEMICALS LIMITED,2874,"1,00,00,000"
307,01355201904150000001201,15/Apr/2019,GUJARAT FLUORO CHEMICALS LIMITED,2856,"1,00,00,000"
308,00847201904150000001195,15/Apr/2019,KOTESWAR RAO GULLAPALLY,23675,"1,00,000"
309,00847201904150000001195,15/Apr/2019,KOTESWAR RAO GULLAPALLY,23668,"1,00,000"
310,00847201904150000001195,15/Apr/2019,KOTESWAR RAO GULLAPALLY,23670,"1,00,000"
311,00847201904150000001195,15/Apr/2019,KOTESWAR RAO GULLAPALLY,23677,"1,00,000"
312,00847201904150000001195,15/Apr/2019,KOTESWAR RAO GULLAPALLY,23672,"1,00,000"
313,00847201904150000001193,15/Apr/2019,MANDADI RAMULU,23651,"1,00,000"
314,00847201904150000001193,15/Apr/2019,MANDADI RAMULU,23653,"1,00,000"
315,00847201904150000001193,15/Apr/2019,MANDADI RAMULU,23655,"1,00,000"
316,00847201904150000001193,15/Apr/2019,MANDADI RAMULU,23657,"1,00,000"
317,00691201904150000001202,15/Apr/2019,MOHINDER KUMAR JAIN,10908,"10,00,000"
318,00691201904150000001202,15/Apr/2019,MOHINDER KUMAR JAIN,10909,"10,00,000"
319,00691201904150000001202,15/Apr/2019,MOHINDER KUMAR JAIN,3145,"1,00,000"
320,00691201904150000001202,15/Apr/2019,MOHINDER KUMAR JAIN,3143,"1,00,000"
321,00691201904150000001202,15/Apr/2019,MOHINDER KUMAR JAIN,3144,"1,00,000"
322,00691201904150000001202,15/Apr/2019,MOHINDER KUMAR JAIN,3142,"1,00,000"
323,00691201904150000001202,15/Apr/2019,MOHINDER KUMAR JAIN,3141,"1,00,000"
324,00691201904150000001210,15/Apr/2019,MR RAJ DEEPAK VARSHNEY,3146,"1,00,000"
325,00691201904150000001210,15/Apr/2019,MR RAJ DEEPAK VARSHNEY,3130,"1,00,000"
326,00691201904150000001210,15/Apr/2019,MR RAJ DEEPAK VARSHNEY,3129,"1,00,000"
327,00691201904150000001210,15/Apr/2019,MR RAJ DEEPAK VARSHNEY,3128,"1,00,000"
328,00691201904150000001210,15/Apr/2019,MR RAJ DEEPAK VARSHNEY,3127,"1,00,000"
329,00691201904150000001200,15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10926,"10,00,000"
330,00691201904150000001200,15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10925,"10,00,000"
331,00691201904150000001200,15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10928,"10,00,000"
332,00691201904150000001200,15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10922,"10,00,000"
333,00691201904150000001200,15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10905,"10,00,000"
334,00691201904150000001200,15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10924,"10,00,000"
335,00691201904150000001200,15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10907,"10,00,000"
336,00691201904150000001200,15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10927,"10,00,000"
337,00691201904150000001200,15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10906,"10,00,000"
338,00691201904150000001200,15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10923,"10,00,000"
339,00847201904150000001186,15/Apr/2019,OCEAN SPARKLE LTD,7537,"10,00,000"
340,00847201904150000001205,15/Apr/2019,PAPPI REDDY KISHORE KUMAR REDDY,23687,"1,00,000"
341,00847201904150000001205,15/Apr/2019,PAPPI REDDY KISHORE KUMAR REDDY,23689,"1,00,000"
342,00847201904150000001205,15/Apr/2019,PAPPI REDDY KISHORE KUMAR REDDY,23683,"1,00,000"
343,00847201904150000001205,15/Apr/2019,PAPPI REDDY KISHORE KUMAR REDDY,23688,"1,00,000"
344,00847201904150000001205,15/Apr/2019,PAPPI REDDY KISHORE KUMAR REDDY,23685,"1,00,000"
345,00847201904150000001194,15/Apr/2019,PEDDIREDDY RAMANJANEYA REDDY,23664,"1,00,000"
346,00847201904150000001194,15/Apr/2019,PEDDIREDDY RAMANJANEYA REDDY,23667,"1,00,000"
347,00847201904150000001194,15/Apr/2019,PEDDIREDDY RAMANJANEYA REDDY,23671,"1,00,000"
348,00847201904150000001194,15/Apr/2019,PEDDIREDDY RAMANJANEYA REDDY,23669,"1,00,000"
349,00847201904150000001194,15/Apr/2019,PEDDIREDDY RAMANJANEYA REDDY,23673,"1,00,000"
350,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2187,"1,00,000"
351,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2189,"1,00,000"
352,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2151,"1,00,000"
353,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2153,"1,00,000"
354,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2159,"1,00,000"
355,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2169,"1,00,000"
356,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2175,"1,00,000"
357,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2185,"1,00,000"
358,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2191,"1,00,000"
359,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2161,"1,00,000"
360,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2171,"1,00,000"
361,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2181,"1,00,000"
362,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2157,"1,00,000"
363,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2179,"1,00,000"
364,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2163,"1,00,000"
365,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2165,"1,00,000"
366,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2167,"1,00,000"
367,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2173,"1,00,000"
368,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2183,"1,00,000"
369,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2193,"1,00,000"
370,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2155,"1,00,000"
371,00300201904150000001185,15/Apr/2019,PREMCHAND GODHA,2177,"1,00,000"
372,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7096,"1,00,00,000"
373,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7084,"1,00,00,000"
374,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7086,"1,00,00,000"
375,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7104,"1,00,00,000"
376,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7088,"1,00,00,000"
377,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7106,"1,00,00,000"
378,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7072,"1,00,00,000"
379,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7080,"1,00,00,000"
380,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7092,"1,00,00,000"
381,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7108,"1,00,00,000"
382,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7102,"1,00,00,000"
383,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7076,"1,00,00,000"
384,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7094,"1,00,00,000"
385,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7098,"1,00,00,000"
386,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7074,"1,00,00,000"
387,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7110,"1,00,00,000"
388,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7078,"1,00,00,000"
389,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7082,"1,00,00,000"
390,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7100,"1,00,00,000"
391,00300201904150000001184,15/Apr/2019,PRL DEVELOPERS PRIVATE LIMITED,7090,"1,00,00,000"
392,00847201904150000001189,15/Apr/2019,RAVINDER AGARWAL,23648,"1,00,000"
393,00847201904150000001189,15/Apr/2019,RAVINDER AGARWAL,23652,"1,00,000"
394,00847201904150000001189,15/Apr/2019,RAVINDER AGARWAL,23656,"1,00,000"
395,00847201904150000001189,15/Apr/2019,RAVINDER AGARWAL,23660,"1,00,000"
396,00847201904150000001189,15/Apr/2019,RAVINDER AGARWAL,23662,"1,00,000"
397,00847201904150000001189,15/Apr/2019,RAVINDER AGARWAL,23654,"1,00,000"
398,00847201904150000001189,15/Apr/2019,RAVINDER AGARWAL,23650,"1,00,000"
399,00847201904150000001189,15/Apr/2019,RAVINDER AGARWAL,23658,"1,00,000"
400,00847201904150000001192,15/Apr/2019,SANGIREDDY THIRUPATHI REDDY,23666,"1,00,000"
401,00847201904150000001192,15/Apr/2019,SANGIREDDY THIRUPATHI REDDY,23665,"1,00,000"
402,00847201904150000001192,15/Apr/2019,SANGIREDDY THIRUPATHI REDDY,23663,"1,00,000"
403,00847201904150000001192,15/Apr/2019,SANGIREDDY THIRUPATHI REDDY,23659,"1,00,000"
404,00847201904150000001192,15/Apr/2019,SANGIREDDY THIRUPATHI REDDY,23661,"1,00,000"
405,00691201904150000001204,15/Apr/2019,SHAHAB RIZVI,10910,"10,00,000"
406,00813201904150000001181,15/Apr/2019,SHANKARANARAYANA CONSTRUCTIONS PVT,1022,"1,00,00,000"
407,00813201904150000001181,15/Apr/2019,SHANKARANARAYANA CONSTRUCTIONS PVT,1023,"1,00,00,000"
408,00813201904150000001181,15/Apr/2019,SHANKARANARAYANA CONSTRUCTIONS PVT,1020,"1,00,00,000"
409,00813201904150000001181,15/Apr/2019,SHANKARANARAYANA CONSTRUCTIONS PVT,1021,"1,00,00,000"
410,00813201904150000001181,15/Apr/2019,SHANKARANARAYANA CONSTRUCTIONS PVT,1024,"1,00,00,000"
411,00847201904150000001191,15/Apr/2019,SRI KRISHNA INFRAASTRUCTURES,5393,"1,00,00,000"
412,00847201904150000001191,15/Apr/2019,SRI KRISHNA INFRAASTRUCTURES,5391,"1,00,00,000"
413,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7077,"1,00,00,000"
414,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7093,"1,00,00,000"
415,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7097,"1,00,00,000"
416,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7073,"1,00,00,000"
417,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7099,"1,00,00,000"
418,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7089,"1,00,00,000"
419,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7103,"1,00,00,000"
420,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7105,"1,00,00,000"
421,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7095,"1,00,00,000"
422,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7111,"1,00,00,000"
423,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7107,"1,00,00,000"
424,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7075,"1,00,00,000"
425,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7109,"1,00,00,000"
426,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7081,"1,00,00,000"
427,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7085,"1,00,00,000"
428,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7087,"1,00,00,000"
429,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7083,"1,00,00,000"
430,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7079,"1,00,00,000"
431,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7091,"1,00,00,000"
432,00300201904150000001203,15/Apr/2019,SUN PHARMA LABORATORIES LIMTED,7101,"1,00,00,000"
433,00691201904150000001196,15/Apr/2019,SUN PHARMA LABORATORIES LTD,5260,"1,00,00,000"
434,00691201904150000001196,15/Apr/2019,SUN PHARMA LABORATORIES LTD,10921,"10,00,000"
435,00691201904150000001196,15/Apr/2019,SUN PHARMA LABORATORIES LTD,10918,"10,00,000"
436,00691201904150000001196,15/Apr/2019,SUN PHARMA LABORATORIES LTD,10920,"10,00,000"
437,00691201904150000001196,15/Apr/2019,SUN PHARMA LABORATORIES LTD,10917,"10,00,000"
438,00691201904150000001196,15/Apr/2019,SUN PHARMA LABORATORIES LTD,10919,"10,00,000"
439,00847201904150000001188,15/Apr/2019,SWAPNA CHENNAVARAM,23642,"1,00,000"
440,00847201904150000001188,15/Apr/2019,SWAPNA CHENNAVARAM,23649,"1,00,000"
441,00847201904150000001188,15/Apr/2019,SWAPNA CHENNAVARAM,23644,"1,00,000"
442,00847201904150000001188,15/Apr/2019,SWAPNA CHENNAVARAM,23647,"1,00,000"
443,00847201904150000001188,15/Apr/2019,SWAPNA CHENNAVARAM,23646,"1,00,000"
444,00300201904150000001198,15/Apr/2019,UTKAL ALUMINA INTERNATIONAL LIMITED,12858,"10,00,000"
445,00300201904150000001198,15/Apr/2019,UTKAL ALUMINA INTERNATIONAL LIMITED,12856,"10,00,000"
446,00628201904150000001197,15/Apr/2019,VARDHMAN TEXTILES LTD,1043,"10,00,000"
447,00628201904150000001197,15/Apr/2019,VARDHMAN TEXTILES LTD,1046,"10,00,000"
448,00628201904150000001197,15/Apr/2019,VARDHMAN TEXTILES LTD,25107,"1,00,000"
449,00628201904150000001197,15/Apr/2019,VARDHMAN TEXTILES LTD,25101,"1,00,000"
450,00628201904150000001197,15/Apr/2019,VARDHMAN TEXTILES LTD,25111,"1,00,000"
451,00628201904150000001197,15/Apr/2019,VARDHMAN TEXTILES LTD,25115,"1,00,000"
452,00628201904150000001197,15/Apr/2019,VARDHMAN TEXTILES LTD,25103,"1,00,000"
453,00509201904150000001182,15/Apr/2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,13886,"1,00,000"
454,00509201904150000001182,15/Apr/2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,13882,"1,00,000"
455,00509201904150000001182,15/Apr/2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,13884,"1,00,000"
456,00509201904150000001182,15/Apr/2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,13888,"1,00,000"
457,00509201904150000001182,15/Apr/2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,13890,"1,00,000"
458,00847201904150000001199,15/Apr/2019,VINAY AGARWAL,23684,"1,00,000"
459,00847201904150000001199,15/Apr/2019,VINAY AGARWAL,23679,"1,00,000"
460,00847201904150000001199,15/Apr/2019,VINAY AGARWAL,23676,"1,00,000"
461,00847201904150000001199,15/Apr/2019,VINAY AGARWAL,23686,"1,00,000"
462,00847201904150000001199,15/Apr/2019,VINAY AGARWAL,23682,"1,00,000"
463,00847201904150000001199,15/Apr/2019,VINAY AGARWAL,23680,"1,00,000"
464,00847201904150000001199,15/Apr/2019,VINAY AGARWAL,23678,"1,00,000"
465,00847201904150000001199,15/Apr/2019,VINAY AGARWAL,23681,"1,00,000"
466,00847201904150000001199,15/Apr/2019,VINAY AGARWAL,23674,"1,00,000"
467,00691201904160000001234,16/Apr/2019,BELLWEY INTERNATIONAL CO,10995,"10,00,000"
468,00691201904160000001234,16/Apr/2019,BELLWEY INTERNATIONAL CO,10994,"10,00,000"
469,00691201904160000001234,16/Apr/2019,BELLWEY INTERNATIONAL CO,10992,"10,00,000"
470,00691201904160000001234,16/Apr/2019,BELLWEY INTERNATIONAL CO,10991,"10,00,000"
471,00691201904160000001234,16/Apr/2019,BELLWEY INTERNATIONAL CO,10993,"10,00,000"
472,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10973,"10,00,000"
473,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10975,"10,00,000"
474,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10976,"10,00,000"
475,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10979,"10,00,000"
476,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10977,"10,00,000"
477,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10978,"10,00,000"
478,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10972,"10,00,000"
479,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10974,"10,00,000"
480,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,3186,"1,00,000"
481,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,3188,"1,00,000"
482,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,3189,"1,00,000"
483,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,3185,"1,00,000"
484,00691201904160000001242,16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,3187,"1,00,000"
485,00001201904160000001237,16/Apr/2019,IDEAL REAL ESTATES PRIVATE LIMITED,6311,"1,00,00,000"
486,00691201904160000001228,16/Apr/2019,JAI SUSPENSION SYSTEMS LLP,10957,"10,00,000"
487,00691201904160000001228,16/Apr/2019,JAI SUSPENSION SYSTEMS LLP,10960,"10,00,000"
488,00691201904160000001228,16/Apr/2019,JAI SUSPENSION SYSTEMS LLP,10959,"10,00,000"
489,00691201904160000001228,16/Apr/2019,JAI SUSPENSION SYSTEMS LLP,10938,"10,00,000"
490,00691201904160000001228,16/Apr/2019,JAI SUSPENSION SYSTEMS LLP,10958,"10,00,000"
491,00691201904160000001243,16/Apr/2019,JUBILANT LIFE SCIENCES LIMITED,6408,"1,00,00,000"
492,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,4636,"1,00,00,000"
493,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6303,"1,00,00,000"
494,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6335,"1,00,00,000"
495,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6345,"1,00,00,000"
496,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6324,"1,00,00,000"
497,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,4633,"1,00,00,000"
498,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6327,"1,00,00,000"
499,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6322,"1,00,00,000"
500,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6329,"1,00,00,000"
501,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6315,"1,00,00,000"
502,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6347,"1,00,00,000"
503,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6338,"1,00,00,000"
504,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6326,"1,00,00,000"
505,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6314,"1,00,00,000"
506,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6348,"1,00,00,000"
507,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6319,"1,00,00,000"
508,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6302,"1,00,00,000"
509,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6334,"1,00,00,000"
510,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6305,"1,00,00,000"
511,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6336,"1,00,00,000"
512,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6349,"1,00,00,000"
513,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,4615,"1,00,00,000"
514,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6266,"1,00,00,000"
515,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6332,"1,00,00,000"
516,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,4634,"1,00,00,000"
517,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6313,"1,00,00,000"
518,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6341,"1,00,00,000"
519,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6333,"1,00,00,000"
520,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6340,"1,00,00,000"
521,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6309,"1,00,00,000"
522,00001201904160000001230,16/Apr/2019,KEVENTER FOODPARK INFRA LIMITED,6331,"1,00,00,000"
